hw_model,launch,Code name,Fab,Transistors (million),Node,bus,clock,memory_clock,Core config_x,Fillrate MOperations/s,Fillrate MPixels/s,Fillrate MTexels/s,Fillrate MVertices/s,memory_size,memory_bandwidth,memory_bus,memory_bus_width,GFLOPS FP32,Supported API version Direct3D,Supported API version OpenGL,Clock rate Core (MHz),Clock rate Shader (MHz),Clock rate Memory (MHz),Fillrate Pixel (GP/s),Fillrate Texture (GT/s),processing power (GFLOPS)_single_precision_x,tdp,Comments,Memory configuration Size (MB),Memory configuration Bandwidth (GB/s),Memory configuration DRAM type,Memory configuration Bus width (bit),Clock rate Memory (MT/s),Release Price (USD),SM count,Supported API version Vulkan,Supported API version OpenCL,processing power (GFLOPS)_double_precision_x,Supported API version OpenCL8,Clock rate Average Boost (MHz),Clock rate Max Boost (MHz),SMX count,Clock rate Base (MHz),Clock rate Max Boost,Process_x,Transistors (billion),L2 Cache (MB)_x,Clock Speeds Base (MHz),Clock Speeds Boost (MHz),Clock Speeds Memory (MT/s),SLI support,Release price (USD) MSRP,Clock speeds Base core (MHz),Clock speeds Boost core (MHz),Clock speeds Memory (MT/s),processing power (GFLOPS)_half_precision_x,Release price (USD) Founders Edition,Clock speeds Base core clock (MHz),Clock speeds Boost core clock (MHz),processing power (GFLOPS) Tensor compute + Single precision,NVLink Support,Clock speeds Memory (GT/s),NVLink support,Release price (USD),processing power (GFLOPS) Tensor compute (FP16),Ray-tracing Performance Rays/s (Billions),Ray-tracing Performance RTX OPS/s (Trillions)_x,processing power (TFLOPS)_single_precision,processing power (TFLOPS)_double_precision,processing power (TFLOPS)_half_precision,processing power (TFLOPS) Tensor compute (FP16) (2:1 sparse),Ray-tracing Performance (TFLOPS),API support Direct3D,API support OpenGL,Supported API version OpenGL Hardware,Supported API version OpenGL Drivers (Software),Clock speed Core (MHz),Clock speed Shader (MHz),Clock speed Memory (MHz),processing power (GFLOPS),Notes,Clock speed Memory (MT/s),Supported API version CUDA,Supported API version CUDA Compute Capability,Notes (original research),Clock speed Min (MHz),Clock speed Average (MHz),Supported API version DirectX,processing power (GFLOPS)_single_precision (boost),Memory (MT/s),processing power (TFLOPS) Tensor compute (FP16)_x,Shader clock (MHz),Boost clock (MHz),Memory clock (MT),processing power (GFLOPS) Tensor compute (FP16) (sparse),Size Profile,Size Slots,Nvidia Optimustechnology,Memory Memory clock (MHz),processing power (GFLOPS) Tensor,Fillrate MTri/s,processing power (GFLOPS) Ray Tracing Performance,Deep Learning TOPS (INT8),Features Video Processing Engine (VPE),Features OpenEXR HDR,Features Scalable Link Interface (SLI),Features TurboCache,Features PureVideo WMV9 Decoding,Features Gamma-correct antialiasing,Features 64-bit OpenEXR HDR,Features Dual Link DVI,Features ScalableLinkInterface(SLI),Features 3-WaySLI,Features PureVideo HDwith VP1,"Features PureVideo 2 with VP2,BSP Engine, and AES128 Engine","Features PureVideo 3 with VP3,BSP Engine, and AES128 Engine",Features PureVideo 4 with VP4,Features Computeability,Features PureVideo 2 with VP2Engine: (BSP and 240 AES),Features PureVideo 4 with VP4 Engine,architecture,Code name(s),node,Core config_y,Bus Interface_y,L2 Cache (MB)_y,Clock speeds Basecoreclock(MHz),Clock speeds Boostcoreclock(MHz),Clock speeds Memory(MT/s),Memory Size(GB),Memory Bandwidth(GB/s),Memory Type,Memory Buswidth(bit),Fillrate Pixel(GP/s),Fillrate Texture(GT/s),processing power (GFLOPS)_single_precision_y,processing power (GFLOPS)_double_precision_y,processing power (GFLOPS)_half_precision_y,processing power (TFLOPS) Tensor compute (FP16)_y,Ray tracing Performance Rays/s(Billions),Ray-tracing Performance RTX OPS/s (Trillions)_y,Chips,Thread processors(total),shaders_cuda_cores,shaders_clock,shaders_max_clock,processing power (GFLOPS)_half_precision_tensor,cuda_compute_capability,model,codes
NVIDIA T1000,1995-01-01,TU117,TSMC12FFN,0,0,PCIe 3.0 x16,1065,0,896:56:32:14,0,0,0,0,48,160,GDDR6,128,0,12.1,4.6,0,0,0,44.6,78.1,2500,50,0,0,0,0,0,0,0,0,1.3,3.0,78.1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,4x Mini-DisplayPort,0,7.5,0,0,0,0,0,0,0.0,0,0.0,1395.0,10000.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Turing,TU117(N18S-LP-A1)(N18S-G5-A1),200,896:56:32:14,PCIe 4.0×4,1.0,720(LP)1395,930(LP)1575,7000,2.0,56,GDDR5,64.0,23.04(50.40),40.32(88.20),1290(2822),40.32(88.20),2581(5645),—,—,—,0,0,0,0,0,0,0,GeForce MX450,TU117
NVIDIA T1000,1995-01-01,TU117,TSMC12FFN,0,0,PCIe 3.0 x16,1065,0,896:56:32:14,0,0,0,0,48,160,GDDR6,128,0,12.1,4.6,0,0,0,44.6,78.1,2500,50,0,0,0,0,0,0,0,0,1.3,3.0,78.1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,4x Mini-DisplayPort,0,7.5,0,0,0,0,0,0,0.0,0,0.0,1395.0,10000.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Turing,TU117(N18S-LP-A1)(N18S-G5-A1),200,896:56:32:14,PCIe 4.0×4,1.0,720(LP)1395,930(LP)1575,10000,2.0,80,GDDR6,64.0,23.04(50.40),40.32(88.20),1290(2822),40.32(88.20),2581(5645),—,—,—,0,0,0,0,0,0,0,GeForce MX450,TU117
Quadro RTX 4000,2018-11-13,TU104-850-A1,12,0,0,PCIe 3.0 x16,1005,1625(13000),2304:144:64:36:288,0,0,0,0,8,416,GDDR6,256,0,12.2,4.6,0,0,0,98.9,222.5,7119,100-125,0,0,0,0,0,0,0,0,1.3,3.0,222.5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,3x DisplayPort 1x USB Type-C,0,7.5,0,0,0,0,0,0,0.0,0,0.0,1545.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quadro RTX 5000,2018-08-13,TU104-875-A1,12,0,0,PCIe 3.0 x16,1620,1750(14000),3072:192:64:48:384,0,0,0,0,16,448,GDDR6,256,0,12.2,4.6,0,0,0,116.2,348.5,11151,125-230,0,0,0,0,0,0,0,0,1.3,3.0,348.5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,3x DisplayPort 1x USB Type-C,0,7.5,0,0,0,0,0,0,0.0,0,0.0,1815.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quadro RTX 6000,2018-08-13,TU102-875-A1,12,0,0,PCIe 3.0 x16,1440,1750(14000),4608:288:96:72:576,0,0,0,0,24,672,GDDR6,384,0,12.2,4.6,0,0,0,169.9,509.8,16312,100-260,0,0,0,0,0,0,0,0,1.3,3.0,509.8,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,3x DisplayPort 1x USB Type-C,0,7.5,0,0,0,0,0,0,0.0,0,0.0,1770.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quadro RTX 8000,2018-08-13,TU102-875-A1,12,0,0,PCIe 3.0 x16,1395,1750(14000),4608:288:96:72:576,0,0,0,0,48,672,GDDR6,384,0,12.2,4.6,0,0,0,169.9,509.8,16312,100-260,0,0,0,0,0,0,0,0,1.3,3.0,509.8,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,3x DisplayPort 1x USB Type-C,0,7.5,0,0,0,0,0,0,0.0,0,0.0,1770.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTX A2000,2021-08-10,GA106-850-A1,8,0,0,PCIe 4.0 x16,562,1500(12000),3328:104:48:26:104,0,0,0,0,6,288,GDDR6,192,0,12.2,4.6,0,0,0,57.6,124.8,7987.0,70,0,0,0,0,0,0,0,0,1.3,3.0,124.8,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,7987.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,4x mini DisplayPort,0,8.6,0,0,0,0,0,0,0.0,0,0.0,1200.0,0.0,63900.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTX A2000,2021-08-10,GA106-850-A1,8,0,0,PCIe 4.0 x16,562,1500(12000),3328:104:48:26:104,0,0,0,0,12,288,GDDR6,192,0,12.2,4.6,0,0,0,57.6,124.8,7987.0,70,0,0,0,0,0,0,0,0,1.3,3.0,124.8,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,7987.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,4x mini DisplayPort,0,8.6,0,0,0,0,0,0,0.0,0,0.0,1200.0,0.0,63900.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTX A4000,2021-04-12,GA104-875-A1,8,0,0,PCIe 4.0 x16,735,1750(14000),6144:192:96:48:192,0,0,0,0,16,448,GDDR6,256,0,12.2,4.6,0,0,0,149.769,299.5,19170.0,140,0,0,0,0,0,0,0,0,1.3,3.0,599.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,19170.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,4x DisplayPort,0,8.6,0,0,0,0,0,0,0.0,0,0.0,1560.0,0.0,153400.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTX A4500,2021-11-23,GA102-825-KD-A1,8,0,0,PCIe 4.0 x16,1050,2000(16000),7168:224:80:56:224,0,0,0,0,20,640,GDDR6,320,0,12.2,4.6,0,0,0,132.008,369.623,23655.91,200,0,0,0,0,0,0,0,0,1.3,3.0,739.24,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,23655.91,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,4x DisplayPort,0,8.6,0,0,0,0,0,0,0.0,0,0.0,1650.0,0.0,189247.31,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTX A5000,2021-04-12,GA102-850-A1,8,0,0,PCIe 4.0 x16,1170,2000(16000),8192:256:96:64:256,0,0,0,0,24,768,GDDR6,384,0,12.2,4.6,0,0,0,162.73,433.947,27772.65,230,0,0,0,0,0,0,0,0,1.3,3.0,867.89,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,27772.65,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,4x DisplayPort,0,8.6,0,0,0,0,0,0,0.0,0,0.0,1695.0,0.0,222181.25,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTX A5500,2022-03-22,GA102-850-A1,8,0,0,PCIe 4.0 x16,1080,2000(16000),10240:320:112:80:320,0,0,0,0,24,768,GDDR6,384,0,12.2,4.6,0,0,0,186.491,532.834,34101.38,230,0,0,0,0,0,0,0,0,1.3,3.0,1065.66,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,34101.38,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,4x DisplayPort,0,8.6,0,0,0,0,0,0,0.0,0,0.0,1665.0,0.0,272811.05,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTX A6000,2020-10-05,GA102-875-A1,8,0,0,PCIe 4.0 x16,1410,2000(16000),10752:336:112:84:336,0,0,0,0,48,768,GDDR6,384,0,12.2,4.6,0,0,0,201.612,604.838,38709.67,300,0,0,0,0,0,0,0,0,1.3,3.0,1209.67,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,38709.67,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,4x DisplayPort,0,8.6,0,0,0,0,0,0,0.0,0,0.0,1800.0,0.0,309677.41,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTX 4000 SFF Ada Generation,2023-03-21,AD104,5,0,0,PCIe 4.0 x16,720,1750(14000),6144:192:80:48:192,0,0,0,0,20,280,GDDR6,160,0,12.2,4.6,0,0,0,125.2,300.5,19230,70,0,0,0,0,0,0,0,0,1.3,3.0,300,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,19230,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,4x mini DisplayPort,0,8.9,0,0,0,0,0,0,0.0,0,0.0,1560.0,0.0,0.0,HHHL,Double,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Ada Lovelace,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,30300,490,0,0,0,0,1x AD104,0,7424,795,2040,121000,8.9,0,AD104
RTX 4000 Ada Generation,2023-08-09,AD104,5,0,0,PCIe 4.0 x16,1500,1750(14000),6144:192:80:48:192,0,0,0,0,20,360,GDDR6,160,0,12.2,4.6,0,0,0,174.0,417.6,26730,130,0,0,0,0,0,0,0,0,1.3,3.0,417,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,26730,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,4x DisplayPort,0,8.9,0,0,0,0,0,0,0.0,0,0.0,2175.0,0.0,0.0,FHFL,Single,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Ada Lovelace,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,30300,490,0,0,0,0,1x AD104,0,7424,795,2040,121000,8.9,0,AD104
RTX 4500 Ada Generation,2023-08-09,AD104,5,0,0,PCIe 4.0 x16,2070,2250 (18000),7680:240:80:60:240,0,0,0,0,24,432,GDDR6,192,0,12.2,4.6,0,0,0,206.0,620.0,39630,210,0,0,0,0,0,0,0,0,1.3,3.0,619,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,39630,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,4x DisplayPort,0,8.9,0,0,0,0,0,0,0.0,0,0.0,2580.0,0.0,0.0,FHFL,Double,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Ada Lovelace,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,30300,490,0,0,0,0,1x AD104,0,7424,795,2040,121000,8.9,0,AD104
RTX 5000 Ada Generation,2023-08-09,AD102,5,0,0,PCIe 4.0 x16,1155,2250 (18000),12800:400:176:100:400,0,0,0,0,32,756,GDDR6,256,0,12.2,4.6,0,0,0,448.8,1020.0,65280,250,0,0,0,0,0,0,0,0,1.3,3.0,1020,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,65280,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,4x DisplayPort,0,8.9,0,0,0,0,0,0,0.0,0,0.0,2550.0,0.0,0.0,FHFL,Double,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Ada Lovelace,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,90516,1414,0,0,0,0,1× AD102,0,18176,735,2490,362066,8.9,0,AD102
RTX 6000 Ada Generation,2022-12-03,AD102-870-A1,5,0,0,PCIe 4.0 x16,915,2500(20000),18176:568:192:142:568,0,0,0,0,48,960,GDDR6,384,0,12.2,4.6,0,0,0,481.0,1423.0,91060,300,0,0,0,0,0,0,0,0,1.3,3.0,1423,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,91060,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,4x DisplayPort,0,8.9,0,0,0,0,0,0,0.0,0,0.0,2505.0,0.0,0.0,FHFL,Double,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVS 50,2005-05-31,NV18,150,0,0,AGP 4x/PCI,250,200.0,0:2:4:2,0,0,0,0,64,1.6,DDR,32,0,7,1.2,0,0,0,0.5,1.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,"DVI-I, S-Video",0,0,0,0,0,0,0,0,0.0,0,250.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVS 100,2003-12-22,NV17,150,0,0,AGP 4x/PCI,200,333.0,0:2:4:2,0,0,0,0,64,2.664,DDR,64,0,7,1.2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,"2x DVI-I, VGA, S-Video",0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVS 200,2003-12-22,NV17,150,0,0,AGP 4x/PCI,250,250.0,0:2:4:2,0,0,0,0,64,8.0,DDR,128,0,7,1.2,0,0,0,0.5,1.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,LFH-60,0,0,0,0,0,0,0,0,0.0,0,250.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVS 210S,2003-12-22,MCP51,90,0,0,Integrated,425,0.0,1:2:2:1,0,0,0,0,Up to 256 from system memory,0,DDR,128,0,9.0c,1.2,0,0,0,0.425,0.850,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,DVI + VGA,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVS 280,2003-10-28,NV34GL,150,0,0,PCIe x16/AGP 8x / PCI,275,250.0,0:2:4:2/1:2:2:2 *:4:4:4,0,0,0,0,64,8.0,DDR,128,0,9.0,1.5,0,0,0,0.55,1.1,0,13.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,DMS-59,0,0,0,0,0,0,0,0,0.0,0,275.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVS 285,2006-06-06,NV44,110,0,0,PCIe x1/x16,275,275.0,3:4:4:2,0,0,0,0,128,8.8,DDR,128,0,9.0,2.1,0,0,0,0.55,1.1,0,18.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,DMS-59,0,0,0,0,0,0,0,0,0.0,0,275.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVS 290,2007-10-04,G86-827-A2,80,0,0,PCIe x1/x16,460,800.0,16:8:4,0,0,0,0,256,6.4,DDR2,64,0,10,3.3,0,0,0,1.84,3.68,44.16,21.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,DMS-59,0,0,0,0,0,0,0,0,0.0,0,920.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVS 295,2009-05-07,G98,65,0,0,PCIe x1/x16,550,1400.0,8:8:4,0,0,0,0,256,11.2,GDDR3,64,0,10,3.3,0,0,0,2.2,4.4,31.2,23.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,2x DisplayPort or 2x DVI-D,0,0,0,0,0,0,0,0,0.0,0,1300.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVS 300,2011-01-08,GT218,40,0,0,PCIe x1/x16,589,1580.0,16:8:4,0,0,0,0,512,12.64,DDR3,64,0,10.1,3.3,0,0,0,2.356,4.712,67.3,17.5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,DMS-59,0,0,0,0,0,0,0,0,0.0,0,1402.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVS 310,2012-06-26,GF119,40,0,0,PCIe x16,523,1750.0,48:8:4,0,0,0,0,512,14,DDR3,64,0,11.0,4.1,0,0,0,2.092,4.184,100.4,19.5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,2x DisplayPort,0,0,0,0,0,0,0,0,0.0,0,1046.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVS 315,2013-03-10,GF119,40,0,0,PCIe x16,523,1750.0,48:8:4,0,0,0,0,1024,14,DDR3,64,0,11.0,4.1,0,0,0,2.092,4.184,100.4,19.5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,DMS-59 Idle Power Consumption 7W,0,0,0,0,0,0,0,0,0.0,0,1046.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
