hw_model,launch,Code name,Fab,Transistors (million),Node,bus,clock,memory_clock,Core config_x,Fillrate MOperations/s,Fillrate MPixels/s,Fillrate MTexels/s,Fillrate MVertices/s,memory_size,memory_bandwidth,memory_bus,memory_bus_width,GFLOPS FP32,Supported API version Direct3D,Supported API version OpenGL,Clock rate Core (MHz),Clock rate Shader (MHz),Clock rate Memory (MHz),Fillrate Pixel (GP/s),Fillrate Texture (GT/s),processing power (GFLOPS)_single_precision_x,tdp,Comments,Memory configuration Size (MB),Memory configuration Bandwidth (GB/s),Memory configuration DRAM type,Memory configuration Bus width (bit),Clock rate Memory (MT/s),Release Price (USD),SM count,Supported API version Vulkan,Supported API version OpenCL,processing power (GFLOPS)_double_precision_x,Supported API version OpenCL8,Clock rate Average Boost (MHz),Clock rate Max Boost (MHz),SMX count,Clock rate Base (MHz),Clock rate Max Boost,Process_x,Transistors (billion),L2 Cache (MB)_x,Clock Speeds Base (MHz),Clock Speeds Boost (MHz),Clock Speeds Memory (MT/s),SLI support,Release price (USD) MSRP,Clock speeds Base core (MHz),Clock speeds Boost core (MHz),Clock speeds Memory (MT/s),processing power (GFLOPS)_half_precision_x,Release price (USD) Founders Edition,Clock speeds Base core clock (MHz),Clock speeds Boost core clock (MHz),processing power (GFLOPS) Tensor compute + Single precision,NVLink Support,Clock speeds Memory (GT/s),NVLink support,Release price (USD),processing power (GFLOPS) Tensor compute (FP16),Ray-tracing Performance Rays/s (Billions),Ray-tracing Performance RTX OPS/s (Trillions)_x,processing power (TFLOPS)_single_precision,processing power (TFLOPS)_double_precision,processing power (TFLOPS)_half_precision,processing power (TFLOPS) Tensor compute (FP16) (2:1 sparse),Ray-tracing Performance (TFLOPS),API support Direct3D,API support OpenGL,Supported API version OpenGL Hardware,Supported API version OpenGL Drivers (Software),Clock speed Core (MHz),Clock speed Shader (MHz),Clock speed Memory (MHz),processing power (GFLOPS),Notes,Clock speed Memory (MT/s),Supported API version CUDA,Supported API version CUDA Compute Capability,Notes (original research),Clock speed Min (MHz),Clock speed Average (MHz),Supported API version DirectX,processing power (GFLOPS)_single_precision (boost),Memory (MT/s),processing power (TFLOPS) Tensor compute (FP16)_x,Shader clock (MHz),Boost clock (MHz),Memory clock (MT),processing power (GFLOPS) Tensor compute (FP16) (sparse),Size Profile,Size Slots,Nvidia Optimustechnology,Memory Memory clock (MHz),processing power (GFLOPS) Tensor,Fillrate MTri/s,processing power (GFLOPS) Ray Tracing Performance,Deep Learning TOPS (INT8),Features Video Processing Engine (VPE),Features OpenEXR HDR,Features Scalable Link Interface (SLI),Features TurboCache,Features PureVideo WMV9 Decoding,Features Gamma-correct antialiasing,Features 64-bit OpenEXR HDR,Features Dual Link DVI,Features ScalableLinkInterface(SLI),Features 3-WaySLI,Features PureVideo HDwith VP1,"Features PureVideo 2 with VP2,BSP Engine, and AES128 Engine","Features PureVideo 3 with VP3,BSP Engine, and AES128 Engine",Features PureVideo 4 with VP4,Features Computeability,Features PureVideo 2 with VP2Engine: (BSP and 240 AES),Features PureVideo 4 with VP4 Engine,architecture,Code name(s),node,Core config_y,Bus Interface_y,L2 Cache (MB)_y,Clock speeds Basecoreclock(MHz),Clock speeds Boostcoreclock(MHz),Clock speeds Memory(MT/s),Memory Size(GB),Memory Bandwidth(GB/s),Memory Type,Memory Buswidth(bit),Fillrate Pixel(GP/s),Fillrate Texture(GT/s),processing power (GFLOPS)_single_precision_y,processing power (GFLOPS)_double_precision_y,processing power (GFLOPS)_half_precision_y,processing power (TFLOPS) Tensor compute (FP16)_y,Ray tracing Performance Rays/s(Billions),Ray-tracing Performance RTX OPS/s (Trillions)_y,Chips,Thread processors(total),shaders_cuda_cores,shaders_clock,shaders_max_clock,processing power (GFLOPS)_half_precision_tensor,cuda_compute_capability,model,codes
GeForce3 Ti200,2001-10-01,NV20,0,57,128,"AGP 4x, PCI",175,200,4:1:8:4,700,700,1400,43.75,64128,6.4,DDR,128,8.75,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce3,2001-02-27,NV20,0,57,128,"AGP 4x, PCI",200,230,4:1:8:4,800,800,1600,50.0,64,7.36,DDR,128,10.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce3 Ti500,2001-10-01,NV20,0,57,128,"AGP 4x, PCI",240,250,4:1:8:4,960,960,1920,60.0,64128,8.0,DDR,128,12.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce4 MX IGP,2002-10-01,NV1F,0,?,?,FSB,250,133200,2:0:4:2,500,500,1000,125.0,Up to 128 system RAM,2.1286.4,DDR,64128,1.0,7.0,1.2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce4 MX420,2002-02-06,NV17,0,29,65,AGP 4xPCI,250,166,2:0:4:2,500,500,1000,125.0,64,2.656,SDRDDR,128 (SDR)64 (DDR),1.0,7.0,1.2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce4 MX440 SE,2002-01-01,NV17,0,29,65,AGP 4xPCI,250,133166,2:0:4:2,500,500,500,125.0,64128,2.128 5.312,DDR,64 128,1.0,7.0,1.2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce MX4000,2003-12-14,NV18B,0,29,65,AGP 8xPCI,250,166,2:0:4:2,500,500,1000,125.0,64128,2.656,DDR,64,1.0,7.0,1.2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce PCX4300,2004-02-19,NV18B,0,29,65,PCIe x16,250,166,2:0:4:2,500,500,1000,125.0,128,2.656,DDR,64,1.0,7.0,1.2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce4 MX440,2002-02-06,NV17,0,29,65,AGP 4xPCI,275,200,2:0:4:2,550,550,1100,137.5,64128,6.4,DDR,128,1.1,7.0,1.2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce4 MX440 8x,2002-09-25,NV18,0,29,65,AGP 8xPCI,275,166250,2:0:4:2,550,550,1100,137.5,64128,2.656,DDR,64128,1.1,7.0,1.2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce4 MX460,2002-02-06,NV17,0,29,65,AGP 4xPCI,300,275,2:0:4:2,600,600,1200,150.0,64128,8.8,DDR,128,1.2,7.0,1.2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce4 Ti4200,2002-04-16,NV25,0,63,142,AGP 4x,250,222 (128 MB)250 (64 MB),4:2:8:4,1000,1000,2000,125.0,64128,7.104 (128 MB)8.0 (64 MB),DDR,128,15.0,8.0a,1.3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce4 Ti4200 8x,2002-09-25,NV28,0,63,142,AGP 8x,250,250,4:2:8:4,1000,1000,2000,125.0,64128,8.0,DDR,128,15.0,8.0a,1.3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce4 Ti4400,2002-02-06,NV25,0,63,142,AGP 4x,275,275,4:2:8:4,1100,1100,2200,137.5,128,8.8,DDR,128,16.5,8.0a,1.3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce4 Ti4400 8x,2003-01-20,NV28,0,63,101,AGP 8x,275,275,4:2:8:4,1100,1100,2200,137.5,128,8.8,DDR,128,16.5,8.0a,1.3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce4 Ti4600,2002-02-06,NV25,0,63,142,AGP 4x,300,325,4:2:8:4,1200,1200,2400,150.0,128,10.4,DDR,128,18.0,8.0a,1.3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce4 Ti4600 8x,2003-01-20,NV28,0,63,101,AGP 8x,300,325,4:2:8:4,1200,1200,2400,150.0,128,10.4,DDR,128,18.0,8.0a,1.3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce FX 5100,2003-03-01,NV34,TSMC 150 nm,45,124,AGP 8x,200,166,4:2:4:4,800,800,800,100.0,64 128,2.6,DDR,64,12.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce FX 5200 LE,2003-03-01,NV34,TSMC 150 nm,45,124,AGP 8x,250,166,4:2:4:4,1000,1000,1000,125.0,64128256,2.65.3,DDR,64128,15.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce FX 5200,2003-03-01,NV34,TSMC 150 nm,45,124,AGP 8xPCI,250,200,4:2:4:4,1000,1000,1000,125.0,64128256,3.26.4,DDR,64128,15.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce FX 5200 Ultra,2003-03-06,NV34,TSMC 150 nm,45,124,AGP 8x,325,325,4:2:4:4,1300,1300,1300,162.5,64128256,10.4,DDR,128,19.5,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce PCX 5300,2004-03-17,NV34,TSMC 150 nm,45,124,PCIe x16,250,166,4:2:4:4,1000,1000,1000,125.0,128256,2.6,DDR,64,15.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce FX 5500,2004-03-01,NV34B,TSMC 150 nm,45,91,AGP 8xAGP 4xPCI,270,166200,4:2:4:4,1080,1080,1080,135.0,64128256,5.36.4,DDR,128,16.2,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce FX 5600 XT,2003-10-01,NV31,TSMC 130 nm,80,121,AGP 8x,235,200,4:2:4:4,940,940,940,117.5,64128,3.26.4,DDR,64128,14.1,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce FX 5600,2003-03-01,NV31,TSMC 130 nm,80,121,AGP 8xPCI,325,275,4:2:4:4,1300,1300,1300,162.5,64128256,8.8,DDR,128,19.5,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce FX 5600 Ultra,2003-03-06,NV31,TSMC 130 nm,80,121,AGP 8x,350,350,4:2:4:4,1400,1400,1400,175.0,64128,11.2,DDR,128,21.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce FX 5600 Ultra Rev.2,2003-03-06,NV31,TSMC 130 nm,80,121,AGP 8x,400,400,4:2:4:4,1600,1600,1600,200.0,64128,12.8,DDR,128,24.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce FX 5700 VE,2004-09-01,NV36,TSMC 130 nm,82,133,AGP 8x,250,200,4:3:4:4,1500,1500,1500,187.5,128256,3.26.4,DDR,64128,17.5,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce FX 5700 LE,2004-03-01,NV36,TSMC 130 nm,82,133,AGP 8xPCI,250,200,4:3:4:4,1500,1500,1500,187.5,128256,3.26.4,DDR,64128,17.5,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce FX 5700,2003-01-01,NV36,TSMC 130 nm,82,133,AGP 8x,425,250,4:3:4:4,1700,1700,1700,318.7,128256,8.0,DDR,128,29.7,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
